"Drug Name","Active Ingredient","Form;Route","Appl. No.","Company","Date","Link"
"Pradaxa","Dabigatran Etexilate Mesylate","CAPSULE;ORAL","022512","BOEHRINGER INGELHEIM","06/17/2025","https://www.accessdata.fda.gov/drugsatfda_docs/label/2025/022512s049lbl.pdf#page=27"
"Pradaxa","Dabigatran Etexilate Mesylate","PELLETS;ORAL","214358","BOEHRINGER INGELHEIM","06/17/2025","https://www.accessdata.fda.gov/drugsatfda_docs/label/2025/214358s009lbl.pdf"
"Prepopik","Citric Acid; Magnesium Oxide; Sodium Picosulfate","FOR SOLUTION;ORAL","202535","FERRING PHARMS INC","08/29/2023","https://www.accessdata.fda.gov/drugsatfda_docs/label/2023/202535s006lbl.pdf#page=15"
"Pretomanid","Pretomanid","TABLET;ORAL","212862","MYLAN IRELAND LTD","11/22/2024","https://www.accessdata.fda.gov/drugsatfda_docs/label/2024/212862s008lbl.pdf#page=27"
"Prevacid","Lansoprazole","CAPSULE, DELAYED REL PELLETS;ORAL","020406","TAKEDA PHARMS USA","08/08/2023","https://www.accessdata.fda.gov/drugsatfda_docs/label/2023/020406s095,021428s042lbl.pdf#page=45"
"Prevacid","Lansoprazole","TABLET, ORALLY DISINTEGRATING, DELAYED RELEASE;ORAL","021428","TAKEDA PHARMS USA","08/08/2023","https://www.accessdata.fda.gov/drugsatfda_docs/label/2023/020406s095,021428s042lbl.pdf#page=45"
"Prevacid Naprapac 250 (Copackaged)","Lansoprazole; Naproxen","CAPSULE, DELAYED REL PELLETS, TABLET;ORAL","021507","TAKEDA PHARMS NA","07/31/2009","http://www.fda.gov/downloads/Drugs/DrugSafety/ucm088694.pdf"
"Prevacid Naprapac 375 (Copackaged)","Lansoprazole; Naproxen","CAPSULE, DELAYED REL PELLETS, TABLET;ORAL","021507","TAKEDA PHARMS NA","07/31/2009","http://www.fda.gov/downloads/Drugs/DrugSafety/ucm088694.pdf"
"Prevacid Naprapac 500 (Copackaged)","Lansoprazole; Naproxen","CAPSULE, DELAYED REL PELLETS, TABLET;ORAL","021507","TAKEDA PHARMS NA","07/31/2009","http://www.fda.gov/downloads/Drugs/DrugSafety/ucm088694.pdf"
"Priftin","Rifapentine","TABLET;ORAL","021024","SANOFI AVENTIS US","07/01/2015","https://www.accessdata.fda.gov/drugsatfda_docs/label/2020/021024s017s018lbl.pdf#page=28"
"Prilosec","Omeprazole Magnesium","FOR SUSPENSION, DELAYED RELEASE;ORAL","022056","COVIS","07/18/2023","https://www.accessdata.fda.gov/drugsatfda_docs/label/2023/022056s026lbl.pdf#page=34"
"Prilosec","Omeprazole","CAPSULE, DELAYED REL PELLETS;ORAL","019810","ASTRAZENECA","12/19/2016","https://www.accessdata.fda.gov/drugsatfda_docs/label/2016/019810s103,022056s020lbl.pdf#page=34"
"Pristiq","Desvenlafaxine Succinate","TABLET, EXTENDED RELEASE;ORAL","021992","PF PRISM CV","11/10/2021","https://www.accessdata.fda.gov/drugsatfda_docs/label/2021/021992s047lbl.pdf#page=36"
"Probuphine","Buprenorphine Hydrochloride","IMPLANT;IMPLANTATION","204442","TITAN PHARMS","12/15/2023","https://www.accessdata.fda.gov/drugsatfda_docs/label/2023/204442s014lbl.pdf#page=47"
"Procrit","Epoetin Alfa","VIAL; SINGLE-USE","103234","AMGEN","04/30/2024","https://www.fda.gov/media/73511/download"
"Prohance","Gadoteridol","INJECTABLE;INJECTION","020131","BRACCO","08/14/2024","https://www.accessdata.fda.gov/drugsatfda_docs/label/2024/020131s042,021489s023lbl.pdf#page=32"
"Prohance Multipack","Gadoteridol","INJECTABLE;INJECTION","021489","BRACCO","08/14/2024","https://www.accessdata.fda.gov/drugsatfda_docs/label/2024/020131s042,021489s023lbl.pdf#page=32"
"Prolia","Denosumab","INJECTABLE; SUBCUTANEOUS","125320","AMGEN","05/20/2026","https://www.accessdata.fda.gov/drugsatfda_docs/label/2026/125320s224lbl.pdf#page=32"
"Promacta","Eltrombopag Olamine","TABLET;ORAL","022291","NOVARTIS","03/09/2023","https://www.accessdata.fda.gov/drugsatfda_docs/label/2023/022291s037,207027s017lbl.pdf#page=35"
"Promacta Kit","Eltrombopag Olamine","FOR SUSPENSION;ORAL","207027","NOVARTIS","06/06/2025","https://www.accessdata.fda.gov/drugsatfda_docs/label/2025/022291s041,207027s020lbl.pdf#page=36"
"Propulsid","Cisapride Monohydrate","TABLET;ORAL","020210","JANSSEN PHARMS","03/06/2000","https://www.accessdata.fda.gov/drugsatfda_docs/label/2018/Propulsid.pdf"
"Propylthiouracil","Propylthiouracil","TABLET;ORAL","006188","DAVA PHARMS INC","09/19/2018","https://www.accessdata.fda.gov/drugsatfda_docs/label/2018/006188s026lbl.pdf#page=7"
"Proquin XR","Ciprofloxacin Hydrochloride","TABLET, EXTENDED RELEASE;ORAL","021744","DEPOMED INC","08/15/2011","https://www.accessdata.fda.gov/drugsatfda_docs/label/2018/Proquin XR.pdf"
"Protonix","Pantoprazole Sodium","FOR SUSPENSION, DELAYED RELEASE;ORAL","022020","WYETH PHARMS","07/18/2023","https://www.accessdata.fda.gov/drugsatfda_docs/label/2023/020987s060,022020s023lbl.pdf#page=31"
"Protonix","Pantoprazole Sodium","TABLET, DELAYED RELEASE;ORAL","020987","WYETH PHARMS","07/18/2023","https://www.accessdata.fda.gov/drugsatfda_docs/label/2023/020987s060,022020s023lbl.pdf#page=31"
"Protopic","Tacrolimus","OINTMENT;TOPICAL","050777","LEO PHARMA AS","02/25/2019","http://www.fda.gov/downloads/Drugs/DrugSafety/ucm088996.pdf"
"Provigil","Modafinil","TABLET;ORAL","020717","CEPHALON","01/15/2015","http://www.accessdata.fda.gov/drugsatfda_docs/label/2010/020717s030s034s036MedGuide.pdf"
"Prozac","Fluoxetine Hydrochloride","CAPSULE;ORAL","018936","ELI LILLY AND CO","08/18/2023","https://www.accessdata.fda.gov/drugsatfda_docs/label/2023/018936 s112lbl.pdf#page=26"
"Prozac Weekly","Fluoxetine Hydrochloride","CAPSULE, DELAYED REL PELLETS;ORAL","021235","LILLY","03/24/2017","https://www.accessdata.fda.gov/drugsatfda_docs/label/2017/018936s103,021235s023lbl.pdf#page=28"
"Pyzchiva","Ustekinumab-Ttwe","INJECTABLE;SUBCUTANEOUS","761373","SANDOZ INC","04/30/2025","https://www.accessdata.fda.gov/drugsatfda_docs/label/2025/761373Orig2s000,761425Orig2s000lbl.pdf#page=39"
"Pyzchiva","Ustekiumab-Ttwe","INJECTABLE;SUBCUTANEOUS","761425","SANDOZ INC","11/18/2025","https://www.accessdata.fda.gov/drugsatfda_docs/label/2025/761373s006,761425s005lbl.pdf#page=36"
"Qdolo","Tramadol Hydrochloride","SOLUTION;ORAL","214044","ATHENA","12/15/2023","https://www.accessdata.fda.gov/drugsatfda_docs/label/2023/214044s002lbl.pdf#page=28"
"Qelbree","Viloxazine Hydrochloride","CAPSULE, EXTENDED RELEASE;ORAL","211964","SUPERNUS PHARMS","01/23/2025","https://www.accessdata.fda.gov/drugsatfda_docs/label/2025/211964s013lbl.pdf#page=21"
"Qmiiz ODT","Meloxicam","TABLET, ORALLY DISINTEGRATING;ORAL","211210","TERSERA","04/28/2021","https://www.accessdata.fda.gov/drugsatfda_docs/label/2021/211210s002lbl.pdf#page=37"
"Qsymia","Phentermine Hydrochloride; Topiramate","CAPSULE, EXTENDED RELEASE;ORAL","022580","VIVUS","03/06/2026","http://www.accessdata.fda.gov/drugsatfda_docs/label/2026/022580s031lbl.pdf#page=43"
"Qtern","Dapagliflozin; Saxagliptin Hydrochloride","TABLET;ORAL","209091","ASTRAZENECA AB","09/12/2023","https://www.accessdata.fda.gov/drugsatfda_docs/label/2023/209091s008lbl.pdf#page=37"
"Qternmet XR","Dapagliflozin; METformin Hydrochloride; Saxagliptin Hydrochloride","TABLET, EXTENDED RELEASE;ORAL","210874","ASTRAZENECA AB","01/24/2020","https://www.accessdata.fda.gov/drugsatfda_docs/label/2020/210874s003lbl.pdf#page=47"
"Qualaquin","Quinine Sulfate","CAPSULE;ORAL","021799","SUN PHARM INDUSTRIES","06/19/2019","https://www.accessdata.fda.gov/drugsatfda_docs/label/2019/021799s029lbl.pdf#page=26"
"Qudexy XR","Topiramate","CAPSULE, EXTENDED RELEASE;ORAL","205122","UPSHER SMITH LABS","03/28/2024","https://www.accessdata.fda.gov/drugsatfda_docs/label/2022/205122s014lbl.pdf#page=54"
"Quillichew ER","Methylphenidate Hydrochloride","TABLET, EXTENDED RELEASE, CHEWABLE;ORAL","207960","NEXTWAVE PHARMS","09/23/2025","https://www.accessdata.fda.gov/drugsatfda_docs/label/2025/207960s018lbl.pdf#page=23"
"Quillivant XR","Methylphenidate Hydrochloride","FOR SUSPENSION, EXTENDED RELEASE;ORAL","202100","NEXTWAVE","09/23/2025","https://www.accessdata.fda.gov/drugsatfda_docs/label/2025/202100s024lbl.pdf#page=23"
"Quviviq","Daridorexant","TABLET; ORAL","214985","IDORSIA PHARMACEUTICALS LTD.","09/30/2024","https://www.accessdata.fda.gov/drugsatfda_docs/label/2024/214985s010s012lbl.pdf#page=24"
"Raldesy","Trazodone Hydrochloride, Usp","SOLUTION;ORAL","218637","VALIDUS PHARMACEUTICALS LLC","06/24/2025","https://www.accessdata.fda.gov/drugsatfda_docs/label/2025/218637s003lbl.pdf#page=14"
"Rapamune","Sirolimus","SOLUTION;ORAL","021083","PF PRISM CV","01/02/2020","https://www.accessdata.fda.gov/drugsatfda_docs/label/2020/021083s067,021110s085lbl.pdf#page=43"
"Rapamune","Sirolimus","TABLET;ORAL","021110","PF PRISM CV","08/09/2021","https://www.accessdata.fda.gov/drugsatfda_docs/label/2021/021110s086lbl.pdf#page=43"
"Ravicti","Glycerol Phenylbutyrate","LIQUID;ORAL","203284","HORIZON THERAP","09/03/2021","https://www.accessdata.fda.gov/drugsatfda_docs/label/2021/203284s012lbl.pdf#page=27"
"Rebetol","Ribavirin","SOLUTION;ORAL","021546","SCHERING","03/16/2022","https://www.accessdata.fda.gov/drugsatfda_docs/label/2022/020903s057,021546s013lbl.pdf#page=26"
"Rebetol","Ribavirin","CAPSULE;ORAL","020903","MERCK SHARP DOHME","03/16/2022","https://www.accessdata.fda.gov/drugsatfda_docs/label/2022/020903s057,021546s013lbl.pdf#page=26"
"Rebif","Interferon Beta-1a","SYRINGE","103780","SERONO INC","07/28/2023","https://www.accessdata.fda.gov/drugsatfda_docs/label/2023/103780s5214lbl.pdf#page=16"
"Reclast","Zoledronic Acid","INJECTABLE;INTRAVENOUS","021817","NOVARTIS","02/03/2026","https://www.accessdata.fda.gov/drugsatfda_docs/label/2026/021817s032lbl.pdf#page=34"
"Recorlev","Levoketoconazole","TABLET;ORAL","214133","STRONGBRIDGE","08/16/2023","https://www.accessdata.fda.gov/drugsatfda_docs/label/2023/214133s003lbl.pdf#page=3"
"Reglan","Metoclopramide Hydrochloride","INJECTABLE;INJECTION","017862","HIKMA","02/09/2026","https://www.accessdata.fda.gov/drugsatfda_docs/label/2026/017862s64lbl.pdf#page=17"
"Reglan ODT","Metoclopramide Hydrochloride","TABLET, ORALLY DISINTEGRATING;ORAL","021793","MEDA PHARMS","11/30/2011","http://www.accessdata.fda.gov/drugsatfda_docs/label/2011/021793s011mg.pdf"
"Regranex","Becaplermin","GEL; TOPICAL","103691","SMITH AND NEPHEW","08/26/2019","https://www.accessdata.fda.gov/drugsatfda_docs/label/2019/103691s5138lbl.pdf#page=8"
"Relexxii","Methylphenidate Hydrochloride","TABLET, EXTENDED RELEASE;ORAL","216117","VERTICAL PHARMACEUTICALS","09/23/2025","https://www.accessdata.fda.gov/drugsatfda_docs/label/2025/216117s003lbl.pdf#page=25"
"Relistor","Methylnaltrexone Bromide","SOLUTION;SUBCUTANEOUS","021964","SALIX PHARMS","03/14/2018","https://www.accessdata.fda.gov/drugsatfda_docs/label/2018/021964s019,208271s003lbl.pdf#page=24"
"Relistor","Methylnaltrexone Bromide","TABLET;ORAL","208271","SALIX","03/14/2018","https://www.accessdata.fda.gov/drugsatfda_docs/label/2018/021964s019,208271s003lbl.pdf#page=24"
"Remeron","Mirtazapine","TABLET;ORAL","020415","ORGANON USA INC","11/18/2021","https://www.accessdata.fda.gov/drugsatfda_docs/label/2021/020415s038,021208s028lbl.pdf#page=23"
"Remeron Soltab","Mirtazapine","TABLET, ORALLY DISINTEGRATING;ORAL","021208","ORGANON USA INC","11/18/2021","https://www.accessdata.fda.gov/drugsatfda_docs/label/2021/020415s038,021208s028lbl.pdf#page=23"
"Remicade","Infliximab","VIAL","103772","CENTOCOR INC","02/28/2025","https://www.accessdata.fda.gov/drugsatfda_docs/label/2025/103772s5412lbl.pdf#page=50"
"Renflexis","Infliximab-Abda","INJECTABLE;INJECTION","761054","SAMSUNG BIOEPIS CO LTD","10/28/2025","https://www.accessdata.fda.gov/drugsatfda_docs/label/2025/761054s041lbl.pdf#page=55"
"Restoril","Temazepam","CAPSULE;ORAL","018163","SPECGX LLC","01/13/2023","https://www.accessdata.fda.gov/drugsatfda_docs/label/2023/018163s071lbl.pdf#page=17"
"Retacrit","Epoetin Alfa-Epbx","INJECTABLE;INJECTION","125545","HOSPIRA INC","06/04/2024","https://www.accessdata.fda.gov/drugsatfda_docs/label/2020/125545s005lbl.pdf#page=31"
"Revlimid","Lenalidomide","CAPSULE;ORAL","021880","CELGENE","03/24/2023","https://www.accessdata.fda.gov/drugsatfda_docs/label/2023/021880s067lbl.pdf#page=48"
"Revuforj","Revumenib Citrate","TABLET","218944","SYNDAX PHARMACEUTICALS, INC.","10/24/2025","https://www.accessdata.fda.gov/drugsatfda_docs/label/2025/218944s003lbl.pdf#page=25"
"Rexulti","Brexpiprazole","TABLET;ORAL","205422","OTSUKA","05/04/2026","https://www.accessdata.fda.gov/drugsatfda_docs/label/2026/205422s017lbl.pdf#page=40"
"Reyvow","Lasmiditan Succinate","TABLET;ORAL","211280","ELI LILLY AND CO","09/15/2022","https://www.accessdata.fda.gov/drugsatfda_docs/label/2022/211280s008lbl.pdf#page=15"
"Rezira","Hydrocodone Bitartrate; Pseudoephedrine Hydrochloride","SOLUTION;ORAL","022442","PERSION","06/28/2018","http://www.accessdata.fda.gov/drugsatfda_docs/label/2018/022442s010lbl.pdf#page=26"
"Riabni","Rituximab-Arrx","INJECTABLE;INJECTION","761140","AMGEN INC","06/09/2025","https://www.accessdata.fda.gov/drugsatfda_docs/label/2025/%20761140s004lbl.pdf#page=51"
"Rinvoq","Upadacitinib","TABLET, EXTENDED RELEASE;ORAL","211675","ABBVIE INC","07/10/2026","https://www.accessdata.fda.gov/drugsatfda_docs/label/2026/218347Orig1s008,211675Orig1s034lbl.pdf#page=78"
"Ritalin","Methylphenidate Hydrochloride","TABLET;ORAL","010187","NOVARTIS","02/04/2025","https://www.accessdata.fda.gov/drugsatfda_docs/label/2025/010187s094lbl.pdf#page=15"
"Ritalin LA","Methylphenidate Hydrochloride","CAPSULE, EXTENDED RELEASE;ORAL","021284","NOVARTIS","09/23/2025","https://www.accessdata.fda.gov/drugsatfda_docs/label/2025/021284s050lbl.pdf#page=21"
"Ritalin-SR","Methylphenidate Hydrochloride","TABLET, EXTENDED RELEASE;ORAL","018029","NOVARTIS","11/19/2019","https://www.accessdata.fda.gov/drugsatfda_docs/label/2019/010187s091,018029s059lbl.pdf#page=13"
"Rituxan","Rituximab","SOLUTION;INTRAVENOUS","103705","GENENTECH","12/17/2021","https://www.accessdata.fda.gov/drugsatfda_docs/label/2021/103705s5465lbl.pdf#page=56"
"Rituxan Hycela","Rituximab; Hyaluronidase (Human Recombinant)","SOLUTION;SUBCUTANEOUS","761064","GENENTECH INC","06/10/2021","https://www.accessdata.fda.gov/drugsatfda_docs/label/2021/761064s013lbl.pdf#page=28"
"Romvimza","Vimseltinib","CAPSULE;ORAL","219304","DECIPHERA PHARMACEUTICALS LTD","02/14/2025","https://www.accessdata.fda.gov/drugsatfda_docs/label/2025/219304s000lbl.pdf#page=18"
"Roxicodone","Oxycodone Hydrochloride","TABLET;ORAL","021011","SPECGX LLC","04/19/2024","https://www.accessdata.fda.gov/drugsatfda_docs/label/2023/021011s013lbl.pdf#page=30"
"Roxybond","Oxycodone Hydrochloride","TABLET;ORAL","209777","OHEMO LIFE","04/19/2024","https://www.accessdata.fda.gov/drugsatfda_docs/label/2023/209777s008lbl.pdf#page=38"
"Rozerem","Ramelteon","TABLET;ORAL","021782","TAKEDA PHARMS USA","11/03/2021","http://www.accessdata.fda.gov/drugsatfda_docs/label/2021/021782s022lbl.pdf#page=17"
"Ruxience","Rituximab-Pvvr","INJECTABLE;INJECTION","761103","PFIZER INC","06/09/2025","https://www.accessdata.fda.gov/drugsatfda_docs/label/2025/761103s014lbl.pdf#page=48"
"Ruzurgi","Amifampridine","TABLET;ORAL","209321","JACOBUS PHARM CO INC","08/21/2020","https://www.accessdata.fda.gov/drugsatfda_docs/label/2019/209321s000lbl.pdf#page=15"
"Rybelsus","Semaglutide","TABLET;ORAL","213051","NOVO","10/17/2025","https://www.accessdata.fda.gov/drugsatfda_docs/label/2025/213051s024,s028s029lbl.pdf#page=27"
"Rybelsus","Semaglutide","TABLET;ORAL","213182","NOVO NORDISK INC","01/16/2020","https://www.accessdata.fda.gov/drugsatfda_docs/label/2020/213182s000,213051s001lbl.pdf#page=23"
"Sabril","Vigabatrin","FOR SOLUTION;ORAL","022006","LUNDBECK PHARMS LLC","10/20/2021","https://www.accessdata.fda.gov/drugsatfda_docs/label/2021/020427s025,022006s026lbl.pdf#page=26"
"Sabril","Vigabatrin","TABLET;ORAL","020427","LUNDBECK PHARMS LLC","10/20/2021","https://www.accessdata.fda.gov/drugsatfda_docs/label/2021/020427s025,022006s026lbl.pdf#page=26"
"Samsca","Tolvaptan","TABLET;ORAL","022275","OTSUKA","04/22/2021","https://www.accessdata.fda.gov/drugsatfda_docs/label/2021/022275s017lbl.pdf#page=19"
"Sarafem","Fluoxetine Hydrochloride","TABLET;ORAL","021860","APIL","09/20/2021","https://www.accessdata.fda.gov/drugsatfda_docs/label/2021/021860s015lbl.pdf#page=32"
"Savaysa","Edoxaban Tosylate","TABLET;ORAL","206316","DAIICHI SANKYO INC","10/18/2023","https://www.accessdata.fda.gov/drugsatfda_docs/label/2023/206316s019lbl.pdf#page=35"
"Savella","Milnacipran Hydrochloride","TABLET;ORAL","022256","ALLERGAN","09/10/2025","https://www.accessdata.fda.gov/drugsatfda_docs/label/2025/022256s031lbl.pdf#page=31"
"Saxenda","Liraglutide Recombinant","SOLUTION;SUBCUTANEOUS","206321","NOVO","10/14/2025","https://www.accessdata.fda.gov/drugsatfda_docs/label/2025/206321s022lbl.pdf#page=29"
"Seglentis","Celecoxib; Tramadol Hydrochloride","TABLET;ORAL","213426","KOWA PHARMS","11/21/2024","https://www.accessdata.fda.gov/drugsatfda_docs/label/2024/213426s003lbl.pdf#page=57"
"Segluromet","Ertugliflozin; METformin Hydrochloride","TABLET;ORAL","209806","MERCK SHARP DOHME","08/18/2026","https://www.accessdata.fda.gov/drugsatfda_docs/label/2026/209806s015s013lbl.pdf#page=34"
"Selarsdi","Ustekinumab-Aekn","INJECTABLE;SUBCUTANEOUS","761343","TEVA PHARMACEUTICALS","04/30/2025","https://www.accessdata.fda.gov/drugsatfda_docs/label/2025/761343s004lbl.pdf#page=32"
"Selzentry","Maraviroc","SOLUTION;ORAL","208984","VIIV HLTHCARE","10/30/2020","https://www.accessdata.fda.gov/drugsatfda_docs/label/2020/022128s019,208984s002lbl.pdf#page=43"
"Selzentry","Maraviroc","TABLET;ORAL","022128","VIIV HLTHCARE","10/30/2020","https://www.accessdata.fda.gov/drugsatfda_docs/label/2020/022128s019,208984s002lbl.pdf#page=43"
"Semaglutide","Semaglutide","TABLET","218316","NOVO NORDISK INC","03/19/2026","http://www.accessdata.fda.gov/drugsatfda_docs/label/2026/218316s005lbl.pdf#page=51"
"Serevent","Salmeterol Xinafoate","POWDER;INHALATION","020692","GLAXOSMITHKLINE","07/22/2019","https://www.accessdata.fda.gov/drugsatfda_docs/label/2019/020692s047lbl.pdf#page=35"
"Seroquel","Quetiapine Fumarate","TABLET;ORAL","020639","ASTRAZENECA","01/22/2025","https://www.accessdata.fda.gov/drugsatfda_docs/label/2025/020639s074lbl.pdf#page=49"
"Seroquel XR","Quetiapine Fumarate","TABLET, EXTENDED RELEASE;ORAL","022047","ASTRAZENECA","01/22/2025","https://www.accessdata.fda.gov/drugsatfda_docs/label/2025/022047s048lbl.pdf#page=53"
"Sertraline","Sertraline Hydrochloride","CAPSULE;ORAL","215133","ALMATICA PHARMA","08/18/2023","https://www.accessdata.fda.gov/drugsatfda_docs/label/2023/215133s001lbl.pdf#page=27"
"Signifor","Pasireotide Diaspartate","SOLUTION;SUBCUTANEOUS","200677","RECORDATI RARE","01/15/2020","https://www.accessdata.fda.gov/drugsatfda_docs/label/2020/200677s006lbl.pdf#page=15"
"Siklos","Hydroxyurea","TABLET;ORAL","208843","ADDMEDICA SAS","11/28/2023","https://www.accessdata.fda.gov/drugsatfda_docs/label/2023/208843s004lbl.pdf#page=18"
"Silenor","Doxepin Hydrochloride","TABLET;ORAL","022036","CURRAX","10/29/2020","https://www.accessdata.fda.gov/drugsatfda_docs/label/2020/022036s006lbl.pdf#page=19"
"Siliq","Brodalumab","INJECTABLE;INJECTION","761032","VALEANT LUXEMBOURG","02/27/2026","http://www.accessdata.fda.gov/drugsatfda_docs/label/2026/761032s020lbl.pdf#page=14"
"Simlandi","Adalimumab","INJECTION","761299","ALVOTECH USA INC.","10/16/2025","https://www.accessdata.fda.gov/drugsatfda_docs/label/2025/761299s025lbl.pdf#page=48"
"Simponi","Golimumab","INJECTABLE; INJECTION","125289","CENTOCOR ORTHO BIOTECH INC","10/22/2025","https://www.accessdata.fda.gov/drugsatfda_docs/label/2025/125289s158lbl.pdf#page=41"
"Simponi Aria","Golimumab","INJECTABLE; INJECTION","125433","JANSSEN BIOTECH","04/18/2025","https://www.accessdata.fda.gov/drugsatfda_docs/label/2025/125289Orig1s155,125433Orig1s036Correctedlbl.pdf#page=76"
"Sinequan","Doxepin Hydrochloride","CAPSULE;ORAL","016798","PFIZER","07/14/2014","http://www.fda.gov/downloads/Drugs/DrugSafety/ucm089129.pdf"
"Sinequan (Doxepin Hydrochloride)","Doxepin Hydrochloride","CONCENTRATE","017516","PFIZER INC.","07/03/2025","https://www.accessdata.fda.gov/drugsatfda_docs/label/2025/016798s057,017516s026lbl.pdf#page=19"
"Sinequan (Doxepin Hydrochloride)","Doxepin Hydrochloride","CAPSULE","016798","PFIZER INC.","07/03/2025","https://www.accessdata.fda.gov/drugsatfda_docs/label/2025/016798s057,017516s026lbl.pdf#page=19"
"Singulair","Montelukast Sodium","GRANULE;ORAL","021409","MERCK","02/22/2021","https://www.accessdata.fda.gov/drugsatfda_docs/label/2021/020829s074,020830s0760,021409s052lbl.pdf#page=25"
"Singulair","Montelukast Sodium","TABLET;ORAL","020829","MSD MERCK CO","02/22/2021","https://www.accessdata.fda.gov/drugsatfda_docs/label/2021/020829s074,020830s076,021409s052lbl.pdf#page=25"
"Singulair","Montelukast Sodium","TABLET, CHEWABLE;ORAL","020830","MSD MERCK CO","02/22/2021","https://www.accessdata.fda.gov/drugsatfda_docs/label/2021/020829s074,020830s0760,021409s052lbl.pdf#page=25"
"Sirturo","Bedaquiline Fumarate","TABLET;ORAL","204384","JANSSEN THERAP","07/28/2025","https://www.accessdata.fda.gov/drugsatfda_docs/label/2025/204384s020lbl.pdf#page=33"
"Skyrizi","Risankizumab-Rzaa","INJECTABLE;SUBCUTANEOUS","761262","ABBVIE INC","06/16/2026","https://www.accessdata.fda.gov/drugsatfda_docs/label/2026/761262s015lbl.pdf#page=42"
